,CensusTract,County,LILATracts_1And10,Urban,Rural,laseniors20share,lakids20share,lahunv20share,POP2010,pop_in_des
4885,6037121801,Los Angeles,0,1,0,0.0,0.0,0.0,3942,0
4886,6037121802,Los Angeles,0,1,0,0.0,0.0,0.0,3525,0
4887,6037121900,Los Angeles,0,1,0,0.0,0.0,0.0,4110,0
4888,6037122000,Los Angeles,0,1,0,0.0,0.0,0.0,5446,0
4889,6037122120,Los Angeles,0,1,0,0.0,0.0,0.0,5000,0
4890,6037122121,Los Angeles,0,1,0,0.0,0.0,0.0,2833,0
4891,6037122122,Los Angeles,0,1,0,0.0,0.0,0.0,2439,0
4892,6037122200,Los Angeles,1,1,0,0.0,0.0,0.0,4141,4141
4893,6037122410,Los Angeles,0,1,0,0.0,0.0,0.0,3794,0
4894,6037122420,Los Angeles,0,1,0,0.0,0.0,0.0,5050,0
4895,6037123010,Los Angeles,0,1,0,0.0,0.0,0.0,4580,0
4896,6037123020,Los Angeles,0,1,0,0.0,0.0,0.0,3432,0
4897,6037123103,Los Angeles,0,1,0,0.0,0.0,0.0,4165,0
4898,6037123104,Los Angeles,0,1,0,0.0,0.0,0.0,4596,0
4899,6037123203,Los Angeles,0,1,0,0.0,0.0,0.0,3765,0
4900,6037123204,Los Angeles,0,1,0,0.0,0.0,0.0,3449,0
4901,6037123205,Los Angeles,0,1,0,0.0,0.0,0.0,2645,0
4902,6037123206,Los Angeles,0,1,0,0.0,0.0,0.0,2945,0
4903,6037123301,Los Angeles,0,1,0,0.0,0.0,0.0,4559,0
4904,6037123303,Los Angeles,0,1,0,0.0,0.0,0.0,3301,0
4905,6037123304,Los Angeles,0,1,0,0.0,0.0,0.0,4687,0
4906,6037123410,Los Angeles,0,1,0,0.0,0.0,0.0,4247,0
4907,6037123420,Los Angeles,0,1,0,0.0,0.0,0.0,4638,0
4908,6037123510,Los Angeles,0,1,0,0.0,0.0,0.0,4753,0
4909,6037123520,Los Angeles,0,1,0,0.0,0.0,0.0,2567,0
4910,6037123601,Los Angeles,0,1,0,0.0,0.0,0.0,4995,0
4911,6037123602,Los Angeles,0,1,0,0.0,0.0,0.0,3332,0
4912,6037123700,Los Angeles,0,1,0,0.0,0.0,0.0,4114,0
4913,6037123800,Los Angeles,0,1,0,0.0,0.0,0.0,5531,0
4914,6037123901,Los Angeles,0,1,0,0.0,0.0,0.0,4500,0
4915,6037123902,Los Angeles,0,1,0,0.0,0.0,0.0,2561,0
4916,6037124000,Los Angeles,0,1,0,0.0,0.0,0.0,4550,0
4917,6037124102,Los Angeles,0,1,0,0.0,0.0,0.0,3549,0
4918,6037124103,Los Angeles,0,1,0,0.0,0.0,0.0,2030,0
4919,6037124104,Los Angeles,0,1,0,0.0,0.0,0.0,2439,0
4920,6037124105,Los Angeles,0,1,0,0.0,0.0,0.0,2658,0
4921,6037124201,Los Angeles,0,1,0,0.0,0.0,0.0,3506,0
4922,6037124203,Los Angeles,0,1,0,0.0,0.0,0.0,2748,0
4923,6037124204,Los Angeles,0,1,0,0.0,0.0,0.0,3071,0
4924,6037124300,Los Angeles,0,1,0,0.0,0.0,0.0,4046,0
4925,6037124400,Los Angeles,0,1,0,0.0,0.0,0.0,4192,0
4926,6037124500,Los Angeles,0,1,0,0.0,0.0,0.0,2779,0
4927,6037124600,Los Angeles,0,1,0,0.0,0.0,0.0,3123,0
4928,6037124700,Los Angeles,0,1,0,0.0,0.0,0.0,4796,0
4929,6037124902,Los Angeles,0,1,0,0.0,0.0,0.0,2766,0
4930,6037124903,Los Angeles,0,1,0,0.0,0.0,0.0,3262,0
4931,6037125100,Los Angeles,0,1,0,0.0,0.0,0.0,5431,0
4932,6037125200,Los Angeles,0,1,0,0.0,0.0,0.0,3524,0
4933,6037125310,Los Angeles,0,1,0,0.0,0.0,0.0,4750,0
4934,6037125320,Los Angeles,0,1,0,0.0,0.0,0.0,4843,0
4935,6037125401,Los Angeles,0,1,0,0.0,0.0,0.0,4024,0
4936,6037125402,Los Angeles,0,1,0,0.0,0.0,0.0,3544,0
4937,6037125501,Los Angeles,0,1,0,0.0,0.0,0.0,3077,0
4938,6037125502,Los Angeles,0,1,0,0.0,0.0,0.0,3083,0
4939,6037125600,Los Angeles,0,1,0,0.0,0.0,0.0,2657,0
4940,6037127102,Los Angeles,0,1,0,0.0,0.0,0.0,4726,0
4941,6037127103,Los Angeles,0,1,0,0.0,0.0,0.0,2939,0
4942,6037127104,Los Angeles,0,1,0,0.0,0.0,0.0,3573,0
4943,6037127210,Los Angeles,0,1,0,0.0,0.0,0.0,5531,0
4944,6037127220,Los Angeles,0,1,0,0.0,0.0,0.0,4931,0
4945,6037127300,Los Angeles,0,1,0,0.0,0.0,0.0,4460,0
4946,6037127400,Los Angeles,0,1,0,0.0,0.0,0.0,5818,0
4947,6037127520,Los Angeles,0,1,0,0.0,0.0,0.0,4045,0
4948,6037127603,Los Angeles,0,1,0,0.0,0.0,0.0,2938,0
4949,6037127604,Los Angeles,0,1,0,0.0,0.0,0.0,2939,0
4950,6037127605,Los Angeles,0,1,0,0.0,0.0,0.0,3549,0
4951,6037127606,Los Angeles,0,1,0,0.0,0.0,0.0,3164,0
4952,6037127711,Los Angeles,0,1,0,0.0,0.0,0.0,3356,0
4953,6037127712,Los Angeles,0,1,0,0.0,0.0,0.0,2991,0
4954,6037127803,Los Angeles,0,1,0,0.0,0.0,0.0,4037,0
4955,6037127804,Los Angeles,0,1,0,0.0,0.0,0.0,3933,0
4956,6037127805,Los Angeles,0,1,0,0.0,0.0,0.0,3768,0
4957,6037127806,Los Angeles,0,1,0,0.0,0.0,0.0,3447,0
4958,6037127910,Los Angeles,0,1,0,0.0,0.0,0.0,4769,0
4959,6037127920,Los Angeles,0,1,0,0.0,0.0,0.0,4100,0
4960,6037128101,Los Angeles,0,1,0,0.0,0.0,0.0,3738,0
4961,6037128102,Los Angeles,0,1,0,0.0,0.0,0.0,4795,0
4962,6037128210,Los Angeles,0,1,0,0.0,0.0,0.0,4822,0
4963,6037128220,Los Angeles,0,1,0,0.0,0.0,0.0,3011,0
4964,6037128302,Los Angeles,0,1,0,0.0,0.0,0.0,4688,0
4965,6037128303,Los Angeles,0,1,0,0.0,0.0,0.0,3982,0
4966,6037128400,Los Angeles,0,1,0,0.0,0.0,0.0,4114,0
4967,6037128500,Los Angeles,0,1,0,0.0,0.0,0.0,4015,0
4968,6037128601,Los Angeles,0,1,0,0.0,0.0,0.0,4288,0
4969,6037128602,Los Angeles,0,1,0,0.0,0.0,0.0,3189,0
4970,6037128702,Los Angeles,0,1,0,0.0,0.0,0.0,5639,0
4971,6037128801,Los Angeles,0,1,0,0.0,0.0,0.0,3307,0
4972,6037128802,Los Angeles,0,1,0,0.0,0.0,0.0,4325,0
4973,6037128910,Los Angeles,0,1,0,0.0,0.0,0.0,4083,0
4974,6037131010,Los Angeles,0,1,0,0.0,0.0,0.0,6409,0
4975,6037131020,Los Angeles,0,1,0,0.0,0.0,0.0,5698,0
4976,6037131100,Los Angeles,0,1,0,0.0,0.0,0.0,3252,0
4977,6037131200,Los Angeles,0,1,0,0.0,0.0,0.0,3429,0
4978,6037131300,Los Angeles,0,1,0,0.0,0.0,0.0,4902,0
4979,6037131400,Los Angeles,0,1,0,0.0,0.0,0.0,5897,0
4980,6037131600,Los Angeles,0,1,0,0.0,0.0,0.0,5494,0
4981,6037131701,Los Angeles,0,1,0,0.0,0.0,0.0,4541,0
4982,6037131702,Los Angeles,0,1,0,0.0,0.0,0.0,3751,0
4983,6037131800,Los Angeles,0,1,0,0.0,0.0,0.0,5341,0
4984,6037131900,Los Angeles,0,1,0,0.0,0.0,0.0,4210,0
4985,6037132001,Los Angeles,0,1,0,0.0,0.0,0.0,3202,0
4986,6037132002,Los Angeles,0,1,0,0.0,0.0,0.0,3299,0
4987,6037132101,Los Angeles,0,1,0,0.0,0.0,0.0,4259,0
4988,6037132102,Los Angeles,0,1,0,0.0,0.0,0.0,5310,0
4989,6037132300,Los Angeles,0,1,0,0.0,0.0,0.0,6494,0
4990,6037132501,Los Angeles,0,1,0,0.0,0.0,0.0,3763,0
4991,6037132502,Los Angeles,0,1,0,0.0,0.0,0.0,3672,0
4992,6037132700,Los Angeles,0,1,0,0.0,0.0,0.0,4912,0
4993,6037132900,Los Angeles,0,1,0,0.0,0.0,0.0,3461,0
4994,6037133000,Los Angeles,0,1,0,0.0,0.0,0.0,4449,0
4995,6037133100,Los Angeles,0,1,0,0.0,0.0,0.0,5446,0
4996,6037134001,Los Angeles,0,1,0,0.0,0.0,0.0,3765,0
4997,6037134002,Los Angeles,0,1,0,0.0,0.0,0.0,3372,0
4998,6037134101,Los Angeles,0,1,0,0.0,0.0,0.0,4922,0
4999,6037134103,Los Angeles,0,1,0,0.0,0.0,0.0,4193,0
5000,6037134104,Los Angeles,0,1,0,0.0,0.0,0.0,4322,0
5001,6037134201,Los Angeles,0,1,0,0.0,0.0,0.0,4270,0
5002,6037134302,Los Angeles,0,1,0,0.0,0.0,0.0,3732,0
5003,6037134303,Los Angeles,0,1,0,0.0,0.0,0.0,5057,0
5004,6037134304,Los Angeles,0,1,0,0.0,0.0,0.0,2882,0
5005,6037134305,Los Angeles,0,1,0,0.0,0.0,0.0,3847,0
5006,6037134306,Los Angeles,0,1,0,0.0,0.0,0.0,3498,0
5007,6037134421,Los Angeles,0,1,0,0.0,0.0,0.0,3941,0
5008,6037134422,Los Angeles,0,1,0,0.0,0.0,0.0,4684,0
5009,6037134423,Los Angeles,0,1,0,0.0,0.0,0.0,3414,0
5010,6037134424,Los Angeles,0,1,0,0.0,0.0,0.0,2887,0
5011,6037134520,Los Angeles,0,1,0,0.0,0.0,0.0,5453,0
5012,6037134521,Los Angeles,0,1,0,0.0,0.0,0.0,3126,0
5013,6037134522,Los Angeles,0,1,0,0.0,0.0,0.0,3954,0
5014,6037134710,Los Angeles,0,1,0,0.0,0.0,0.0,5287,0
5015,6037134720,Los Angeles,0,1,0,0.0,0.0,0.0,4594,0
5016,6037134800,Los Angeles,0,1,0,0.0,0.0,0.0,5949,0
5017,6037134901,Los Angeles,0,1,0,0.0,0.0,0.0,3069,0
5018,6037134903,Los Angeles,0,1,0,0.0,0.0,0.0,4216,0
5019,6037134904,Los Angeles,0,1,0,0.0,0.0,0.0,4338,0
5020,6037134905,Los Angeles,0,1,0,0.0,0.0,0.0,2819,0
5021,6037135102,Los Angeles,0,1,0,0.0,0.0,0.0,3513,0
5022,6037135111,Los Angeles,0,1,0,0.0,0.0,0.0,2967,0
5023,6037135113,Los Angeles,0,1,0,0.0,0.0,0.0,2795,0
5024,6037135114,Los Angeles,0,1,0,0.0,0.0,0.0,4445,0
5025,6037135201,Los Angeles,0,1,0,0.0,0.0,0.0,2620,0
5026,6037135202,Los Angeles,0,1,0,0.0,0.0,0.0,4255,0
5027,6037135203,Los Angeles,0,1,0,0.0,0.0,0.0,7055,0
5028,6037137103,Los Angeles,0,1,0,0.0,0.0,0.0,4199,0
5029,6037137104,Los Angeles,0,1,0,0.0,0.0,0.0,2717,0
5030,6037137201,Los Angeles,0,1,0,0.0,0.0,0.0,5270,0
5031,6037137301,Los Angeles,0,1,0,0.0,0.0,0.0,2264,0
5032,6037137302,Los Angeles,0,1,0,0.0,0.0,0.0,4338,0
5033,6037137401,Los Angeles,0,1,0,0.0,0.0,0.0,4157,0
5034,6037137402,Los Angeles,0,1,0,0.0,0.0,0.0,5364,0
5035,6037137501,Los Angeles,0,1,0,0.0,0.0,0.0,4124,0
5036,6037137502,Los Angeles,0,1,0,0.0,0.0,0.0,4202,0
5037,6037137504,Los Angeles,0,1,0,0.0,0.0,0.0,1939,0
5038,6037138000,Los Angeles,0,1,0,0.0,0.0,0.0,4484,0
5039,6037139001,Los Angeles,0,1,0,0.0,0.0,0.0,4767,0
5040,6037139200,Los Angeles,0,1,0,0.0,0.0,0.0,5175,0
5041,6037139301,Los Angeles,0,1,0,0.0,0.0,0.0,4462,0
5042,6037139302,Los Angeles,0,1,0,0.0,0.0,0.0,4422,0
5043,6037139303,Los Angeles,0,1,0,0.0,0.0,0.0,4186,0
5044,6037139401,Los Angeles,0,1,0,0.0,0.0,0.0,2645,0
5045,6037139402,Los Angeles,0,1,0,0.0,0.0,0.0,2851,0
5046,6037139502,Los Angeles,0,1,0,0.0,0.0,0.0,3007,0
5047,6037139503,Los Angeles,0,1,0,0.0,0.0,0.0,4657,0
5048,6037139504,Los Angeles,0,1,0,0.0,0.0,0.0,3476,0
5049,6037139600,Los Angeles,0,1,0,0.0,0.0,0.0,4633,0
5050,6037139701,Los Angeles,0,1,0,0.0,0.0,0.0,4920,0
5051,6037139702,Los Angeles,0,1,0,0.0,0.0,0.0,6250,0
5052,6037139703,Los Angeles,0,1,0,0.0,0.0,0.0,2943,0
5053,6037139801,Los Angeles,0,1,0,0.0,0.0,0.0,3539,0
5054,6037139802,Los Angeles,0,1,0,0.0,0.0,0.0,3865,0
5055,6037141101,Los Angeles,0,1,0,0.0,0.0,0.0,4066,0
5056,6037141102,Los Angeles,0,1,0,0.0,0.0,0.0,2869,0
5057,6037141201,Los Angeles,0,1,0,0.0,0.0,0.0,3707,0
5058,6037141202,Los Angeles,0,1,0,0.0,0.0,0.0,2800,0
5059,6037141302,Los Angeles,0,1,0,0.0,0.0,0.0,5504,0
5060,6037141303,Los Angeles,0,1,0,0.0,0.0,0.0,3089,0
5061,6037141304,Los Angeles,0,1,0,0.0,0.0,0.0,2738,0
5062,6037141400,Los Angeles,0,1,0,0.0,0.0,0.0,4412,0
5063,6037141500,Los Angeles,0,1,0,0.0,0.0,0.0,2984,0
5064,6037141600,Los Angeles,0,1,0,0.0,0.0,0.0,4029,0
5065,6037141700,Los Angeles,0,1,0,0.0,0.0,0.0,3091,0
5066,6037143100,Los Angeles,0,1,0,0.0,0.0,0.0,3984,0
5067,6037143200,Los Angeles,0,1,0,0.0,0.0,0.0,3743,0
5068,6037143300,Los Angeles,0,1,0,0.0,0.0,0.0,5871,0
5069,6037143400,Los Angeles,0,1,0,0.0,0.0,0.0,5881,0
5070,6037143500,Los Angeles,0,1,0,0.0,0.0,0.0,4708,0
5071,6037143602,Los Angeles,0,1,0,0.0,0.0,0.0,4260,0
5072,6037143603,Los Angeles,0,1,0,0.0,0.0,0.0,2222,0
5073,6037143604,Los Angeles,0,1,0,0.0,0.0,0.0,3205,0
5074,6037143700,Los Angeles,0,1,0,0.0,0.0,0.0,3748,0
5075,6037143800,Los Angeles,0,1,0,0.0,0.0,0.0,4878,0
5076,6037143901,Los Angeles,0,1,0,0.0,0.0,0.0,4068,0
5077,6037143902,Los Angeles,0,1,0,0.0,0.0,0.0,3000,0
5078,6037181000,Los Angeles,0,1,0,0.0,0.0,0.0,6144,0
5079,6037181300,Los Angeles,0,1,0,0.0,0.0,0.0,3629,0
5080,6037181400,Los Angeles,0,1,0,0.0,0.0,0.0,4302,0
5081,6037181500,Los Angeles,0,1,0,0.0,0.0,0.0,3812,0
5082,6037181600,Los Angeles,0,1,0,0.0,0.0,0.0,4352,0
5083,6037183101,Los Angeles,0,1,0,0.0,0.0,0.0,3922,0
5084,6037183103,Los Angeles,0,1,0,0.0,0.0,0.0,3967,0
5085,6037183104,Los Angeles,0,1,0,0.0,0.0,0.0,2065,0
5086,6037183220,Los Angeles,0,1,0,0.0,0.0,0.0,4114,0
5087,6037183221,Los Angeles,0,1,0,0.0,0.0,0.0,3118,0
5088,6037183222,Los Angeles,0,1,0,0.0,0.0,0.0,3483,0
5089,6037183300,Los Angeles,0,1,0,0.0,0.0,0.0,3480,0
5090,6037183401,Los Angeles,0,1,0,0.0,0.0,0.0,2543,0
5091,6037183402,Los Angeles,0,1,0,0.0,0.0,0.0,2820,0
5092,6037183510,Los Angeles,0,1,0,0.0,0.0,0.0,2725,0
5093,6037183520,Los Angeles,0,1,0,0.0,0.0,0.0,3881,0
5094,6037183610,Los Angeles,0,1,0,0.0,0.0,0.0,3275,0
5095,6037183620,Los Angeles,0,1,0,0.0,0.0,0.0,3264,0
5096,6037183701,Los Angeles,0,1,0,0.0,0.0,0.0,3922,0
5097,6037183702,Los Angeles,0,1,0,0.0,0.0,0.0,2805,0
5098,6037183810,Los Angeles,0,1,0,0.0,0.0,0.0,4369,0
5099,6037183820,Los Angeles,0,1,0,0.0,0.0,0.0,3464,0
5100,6037185100,Los Angeles,0,1,0,0.0,0.0,0.0,6295,0
5101,6037185202,Los Angeles,0,1,0,0.0,0.0,0.0,3712,0
5102,6037185203,Los Angeles,0,1,0,0.0,0.0,0.0,3200,0
5103,6037185204,Los Angeles,0,1,0,0.0,0.0,0.0,2091,0
5104,6037185310,Los Angeles,0,1,0,0.0,0.0,0.0,3061,0
5105,6037185320,Los Angeles,0,1,0,0.0,0.0,0.0,3081,0
5106,6037186100,Los Angeles,0,1,0,0.0,0.0,0.0,4715,0
5107,6037186201,Los Angeles,0,1,0,0.0,0.0,0.0,3068,0
5108,6037186202,Los Angeles,0,1,0,0.0,0.0,0.0,1974,0
5109,6037186203,Los Angeles,0,1,0,0.0,0.0,0.0,2936,0
5110,6037186301,Los Angeles,0,1,0,0.0,0.0,0.0,2999,0
5111,6037186302,Los Angeles,0,1,0,0.0,0.0,0.0,5198,0
5112,6037186401,Los Angeles,0,1,0,0.0,0.0,0.0,3452,0
5113,6037186403,Los Angeles,0,1,0,0.0,0.0,0.0,2899,0
5114,6037186404,Los Angeles,0,1,0,0.0,0.0,0.0,2471,0
5115,6037187101,Los Angeles,0,1,0,0.0,0.0,0.0,3235,0
5116,6037187102,Los Angeles,0,1,0,0.0,0.0,0.0,3254,0
5117,6037187200,Los Angeles,0,1,0,0.0,0.0,0.0,3132,0
5118,6037187300,Los Angeles,0,1,0,0.0,0.0,0.0,3216,0
5119,6037188100,Los Angeles,0,1,0,0.0,0.0,0.0,4076,0
5120,6037188201,Los Angeles,0,1,0,0.0,0.0,0.0,3270,0
5121,6037188202,Los Angeles,0,1,0,0.0,0.0,0.0,2347,0
5122,6037188300,Los Angeles,0,1,0,0.0,0.0,0.0,3536,0
5123,6037189101,Los Angeles,0,1,0,0.0,0.0,0.0,2743,0
5124,6037189102,Los Angeles,0,1,0,0.0,0.0,0.0,3096,0
5125,6037189201,Los Angeles,0,1,0,0.0,0.0,0.0,3293,0
5126,6037189202,Los Angeles,0,1,0,0.0,0.0,0.0,2718,0
5127,6037189300,Los Angeles,0,1,0,0.0,0.0,0.0,3077,0
5128,6037189400,Los Angeles,0,1,0,0.0,0.0,0.0,3448,0
5129,6037189500,Los Angeles,0,1,0,0.0,0.0,0.0,4452,0
5130,6037189600,Los Angeles,0,1,0,0.0,0.0,0.0,3529,0
5131,6037189701,Los Angeles,1,1,0,0.0,0.0,0.0,3942,3942
5132,6037189702,Los Angeles,0,1,0,0.0,0.0,0.0,2227,0
5133,6037189800,Los Angeles,0,1,0,0.0,0.0,0.0,4021,0
5134,6037189902,Los Angeles,0,1,0,0.0,0.0,0.0,4971,0
5135,6037189903,Los Angeles,0,1,0,0.0,0.0,0.0,2164,0
5136,6037189904,Los Angeles,0,1,0,0.0,0.0,0.0,2260,0
5137,6037189905,Los Angeles,0,1,0,0.0,0.0,0.0,2304,0
5138,6037190100,Los Angeles,0,1,0,0.0,0.0,0.0,4481,0
5139,6037190201,Los Angeles,0,1,0,0.0,0.0,0.0,2870,0
5140,6037190202,Los Angeles,0,1,0,0.0,0.0,0.0,3044,0
5141,6037190301,Los Angeles,0,1,0,0.0,0.0,0.0,4758,0
5142,6037190401,Los Angeles,0,1,0,0.0,0.0,0.0,3135,0
5143,6037190402,Los Angeles,0,1,0,0.0,0.0,0.0,2487,0
5144,6037190510,Los Angeles,0,1,0,0.0,0.0,0.0,4227,0
5145,6037190520,Los Angeles,0,1,0,0.0,0.0,0.0,3728,0
5146,6037190700,Los Angeles,0,1,0,0.0,0.0,0.0,3379,0
5147,6037190801,Los Angeles,0,1,0,0.0,0.0,0.0,2594,0
5148,6037190802,Los Angeles,0,1,0,0.0,0.0,0.0,2784,0
5149,6037190901,Los Angeles,0,1,0,0.0,0.0,0.0,4742,0
5150,6037190902,Los Angeles,0,1,0,0.0,0.0,0.0,3960,0
5151,6037191000,Los Angeles,0,1,0,0.0,0.0,0.0,3228,0
5152,6037191110,Los Angeles,0,1,0,0.0,0.0,0.0,3338,0
5153,6037191120,Los Angeles,0,1,0,0.0,0.0,0.0,4135,0
5154,6037191201,Los Angeles,0,1,0,0.0,0.0,0.0,4591,0
5155,6037191203,Los Angeles,0,1,0,0.0,0.0,0.0,2922,0
5156,6037191204,Los Angeles,0,1,0,0.0,0.0,0.0,2124,0
5157,6037191301,Los Angeles,0,1,0,0.0,0.0,0.0,2327,0
5158,6037191302,Los Angeles,0,1,0,0.0,0.0,0.0,2422,0
5159,6037191410,Los Angeles,0,1,0,0.0,0.0,0.0,5092,0
5160,6037191420,Los Angeles,0,1,0,0.0,0.0,0.0,3365,0
5161,6037191500,Los Angeles,0,1,0,0.0,0.0,0.0,5551,0
5162,6037191610,Los Angeles,0,1,0,0.0,0.0,0.0,4502,0
5163,6037191620,Los Angeles,0,1,0,0.0,0.0,0.0,2789,0
5164,6037191710,Los Angeles,0,1,0,0.0,0.0,0.0,3231,0
5165,6037191720,Los Angeles,0,1,0,0.0,0.0,0.0,3770,0
5166,6037191810,Los Angeles,0,1,0,0.0,0.0,0.0,3498,0
5167,6037191820,Los Angeles,0,1,0,0.0,0.0,0.0,2647,0
5168,6037191901,Los Angeles,0,1,0,0.0,0.0,0.0,3355,0
5169,6037191902,Los Angeles,0,1,0,0.0,0.0,0.0,2867,0
5170,6037192001,Los Angeles,0,1,0,0.0,0.0,0.0,2466,0
5171,6037192002,Los Angeles,0,1,0,0.0,0.0,0.0,2735,0
5172,6037192300,Los Angeles,0,1,0,0.0,0.0,0.0,2799,0
5173,6037192410,Los Angeles,0,1,0,0.0,0.0,0.0,3628,0
5174,6037192420,Los Angeles,0,1,0,0.0,0.0,0.0,3637,0
5175,6037192510,Los Angeles,0,1,0,0.0,0.0,0.0,3670,0
5176,6037192520,Los Angeles,0,1,0,0.0,0.0,0.0,5067,0
5177,6037192610,Los Angeles,0,1,0,0.0,0.0,0.0,4389,0
5178,6037192620,Los Angeles,0,1,0,0.0,0.0,0.0,3868,0
5179,6037192700,Los Angeles,0,1,0,0.0,0.0,0.0,3513,0
5180,6037194101,Los Angeles,0,1,0,0.0,0.0,0.0,3091,0
5181,6037194102,Los Angeles,0,1,0,0.0,0.0,0.0,3458,0
5182,6037194200,Los Angeles,0,1,0,0.0,0.0,0.0,3588,0
5183,6037194300,Los Angeles,0,1,0,0.0,0.0,0.0,3029,0
5184,6037194401,Los Angeles,0,1,0,0.0,0.0,0.0,2461,0
5185,6037194402,Los Angeles,0,1,0,0.0,0.0,0.0,3335,0
5186,6037194500,Los Angeles,0,1,0,0.0,0.0,0.0,2037,0
5187,6037195100,Los Angeles,0,1,0,0.0,0.0,0.0,4717,0
5188,6037195201,Los Angeles,0,1,0,0.0,0.0,0.0,2834,0
5189,6037195202,Los Angeles,0,1,0,0.0,0.0,0.0,3185,0
5190,6037195300,Los Angeles,0,1,0,0.0,0.0,0.0,3203,0
5191,6037195400,Los Angeles,0,1,0,0.0,0.0,0.0,4395,0
5192,6037195500,Los Angeles,0,1,0,0.0,0.0,0.0,4971,0
5193,6037195600,Los Angeles,0,1,0,0.0,0.0,0.0,3340,0
5194,6037195710,Los Angeles,0,1,0,0.0,0.0,0.0,4328,0
5195,6037195720,Los Angeles,0,1,0,0.0,0.0,0.0,2304,0
5196,6037195802,Los Angeles,0,1,0,0.0,0.0,0.0,2881,0
5197,6037195803,Los Angeles,0,1,0,0.0,0.0,0.0,2603,0
5198,6037195804,Los Angeles,0,1,0,0.0,0.0,0.0,2643,0
5199,6037195901,Los Angeles,0,1,0,0.0,0.0,0.0,2235,0
5200,6037195902,Los Angeles,0,1,0,0.0,0.0,0.0,1905,0
5201,6037195903,Los Angeles,0,1,0,0.0,0.0,0.0,2216,0
5202,6037197200,Los Angeles,0,1,0,0.0,0.0,0.0,3757,0
5203,6037197300,Los Angeles,0,1,0,0.0,0.0,0.0,3909,0
5204,6037197410,Los Angeles,0,1,0,0.0,0.0,0.0,3704,0
5205,6037197420,Los Angeles,0,1,0,0.0,0.0,0.0,3509,0
5206,6037197500,Los Angeles,0,1,0,0.0,0.0,0.0,3889,0
5207,6037197600,Los Angeles,0,1,0,0.0,0.0,0.0,2376,0
5208,6037197700,Los Angeles,0,1,0,0.0,0.0,0.0,5103,0
5209,6037199000,Los Angeles,0,1,0,0.0,0.0,0.0,5066,0
5210,6037199110,Los Angeles,0,1,0,0.0,0.0,0.0,2710,0
5211,6037199120,Los Angeles,0,1,0,0.0,0.0,0.0,4086,0
5212,6037199201,Los Angeles,0,1,0,0.0,0.0,0.0,4089,0
5213,6037199202,Los Angeles,0,1,0,0.0,0.0,0.0,3031,0
5214,6037199300,Los Angeles,0,1,0,0.0,0.0,0.0,3848,0
5215,6037199400,Los Angeles,0,1,0,0.0,0.0,0.0,4668,0
5216,6037199700,Los Angeles,0,1,0,0.0,0.0,0.0,3411,0
5217,6037199800,Los Angeles,0,1,0,0.0,0.0,0.0,5631,0
5218,6037199900,Los Angeles,0,1,0,0.0,0.0,0.0,2683,0
5219,6037201110,Los Angeles,0,1,0,0.0,0.0,0.0,2574,0
5220,6037201120,Los Angeles,0,1,0,0.0,0.0,0.0,4097,0
5221,6037201200,Los Angeles,0,1,0,0.0,0.0,0.0,2519,0
5222,6037201301,Los Angeles,0,1,0,0.0,0.0,0.0,3442,0
5223,6037201302,Los Angeles,0,1,0,0.0,0.0,0.0,3732,0
5224,6037201401,Los Angeles,0,1,0,0.0,0.0,0.0,4803,0
5225,6037201402,Los Angeles,0,1,0,0.0,0.0,0.0,4311,0
5226,6037201501,Los Angeles,0,1,0,0.0,0.0,0.0,5306,0
5227,6037201503,Los Angeles,0,1,0,0.0,0.0,0.0,3323,0
5228,6037201504,Los Angeles,0,1,0,0.0,0.0,0.0,2428,0
5229,6037201601,Los Angeles,0,1,0,0.0,0.0,0.0,2288,0
5230,6037201602,Los Angeles,0,1,0,0.0,0.0,0.0,2840,0
5231,6037201700,Los Angeles,1,1,0,0.0,0.0,0.0,5093,5093
5232,6037203100,Los Angeles,1,1,0,0.0,0.0,0.0,4839,4839
5233,6037203200,Los Angeles,0,1,0,0.0,0.0,0.0,4844,0
5234,6037203300,Los Angeles,0,1,0,0.0,0.0,0.0,2607,0
5235,6037203500,Los Angeles,0,1,0,0.0,0.0,0.0,3064,0
5236,6037203600,Los Angeles,0,1,0,0.0,0.0,0.0,5394,0
5237,6037203710,Los Angeles,0,1,0,0.0,0.0,0.0,3259,0
5238,6037203720,Los Angeles,0,1,0,0.0,0.0,0.0,4001,0
5239,6037203800,Los Angeles,0,1,0,0.0,0.0,0.0,4589,0
5240,6037203900,Los Angeles,0,1,0,0.0,0.0,0.0,2944,0
5241,6037204110,Los Angeles,0,1,0,0.0,0.0,0.0,3078,0
5242,6037204120,Los Angeles,0,1,0,0.0,0.0,0.0,2650,0
5243,6037204200,Los Angeles,0,1,0,0.0,0.0,0.0,3303,0
5244,6037204300,Los Angeles,0,1,0,0.0,0.0,0.0,4787,0
5245,6037204410,Los Angeles,0,1,0,0.0,0.0,0.0,2363,0
5246,6037204420,Los Angeles,0,1,0,0.0,0.0,0.0,3138,0
5247,6037204600,Los Angeles,0,1,0,0.0,0.0,0.0,4101,0
5248,6037204700,Los Angeles,0,1,0,0.0,0.0,0.0,4972,0
5249,6037204810,Los Angeles,0,1,0,0.0,0.0,0.0,4478,0
5250,6037204820,Los Angeles,0,1,0,0.0,0.0,0.0,2274,0
